user_ID,unix_start_t,mark_1,orig_lat,orig_long,orig_unc,stay_lat,stay_long,stay_unc,stay_dur,stay_ind,human_start_t,unix_start_date,stay
f98247efb013243c91c247aa6c6e119e71404a698005d1e3ee7654f17130cb25,1552522827,0,47.6515886,-122.3273974,900,47.6515886,-122.3273974,900,-1,-1,1.9E+11,3/14/19,1
f98247efb013243c91c247aa6c6e119e71404a698005d1e3ee7654f17130cb25,1552850582,0,47.9993149,-122.2218245,122,47.99917835,-122.2216993,122,-1,-1,1.9E+11,3/17/19,2
f98247efb013243c91c247aa6c6e119e71404a698005d1e3ee7654f17130cb25,1552851399,0,47.9990418,-122.2215741,104,47.99917835,-122.2216993,104,-1,-1,1.9E+11,3/17/19,2
